id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	5	85	35	0	85	50	5
5	0	32	110	323	17	1	291	273	78
2	0	12	25	814	62	0	802	740	13
43	0	589	1394	1413	19	0	824	805	805
70	0	971	2266	2269	3	0	1298	1295	1295
71	0	973	2274	2287	13	0	1314	1301	1301
74	0	1027	2362	2373	11	0	1346	1335	1335
79	0	1096	2517	2527	10	0	1431	1421	1421
83	0	1124	2632	2647	15	0	1523	1508	1508
10	0	78	245	3152	65	1	3074	3008	167
78	0	1079	2504	4159	9	1	3080	3070	1425
99	0	1320	3074	4710	10	1	3390	3379	1754
19	0	268	595	4896	33	2	4628	4593	327
20	0	272	615	4902	45	1	4630	4584	343
55	0	741	1761	5117	34	0	4376	4342	1020
24	0	328	750	5167	50	1	4839	4788	422
6	0	54	136	5394	65	2	5340	5273	82
37	0	489	1145	5934	48	1	5445	5396	656
87	0	1212	2792	6007	39	1	4795	4755	1580
42	0	577	1375	6355	51	1	5778	5726	798
11	0	101	265	6561	83	4	6460	6373	164
63	0	821	1995	6810	37	1	5989	5951	1174
50	0	650	1593	7986	75	0	7336	7261	943
4	0	27	90	8106	114	2	8079	7963	63
59	0	788	1901	8200	67	3	7412	7342	1113
68	0	906	2158	8426	47	3	7520	7470	1252
86	0	1204	2772	8935	66	4	7731	7661	1568
45	0	601	1458	9313	70	2	8712	8640	857
54	0	705	1713	9474	70	1	8769	8698	1008
22	0	294	700	9489	90	1	9195	9104	406
64	0	842	2027	9697	77	2	8855	8776	1185
27	0	392	846	9733	99	4	9341	9238	454
0	0	0	-1	10012	10012	0	10012	0	-1
