id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
8	0	148	1089	1220	131	0	1072	941	941
15	0	301	1494	1518	24	0	1217	1193	1193
18	0	319	1582	1596	14	0	1277	1263	1263
1	0	0	5	2152	163	9	2152	1980	5
3	0	59	413	2344	79	3	2285	2203	354
34	0	536	2587	2601	14	0	2065	2051	2051
37	0	558	2729	2781	52	0	2223	2171	2171
39	0	591	2814	2830	16	0	2239	2223	2223
40	0	598	2835	2849	14	0	2251	2237	2237
4	0	62	496	3172	409	1	3110	2700	434
54	0	808	3688	3746	58	0	2938	2880	2880
55	0	809	3751	3808	57	0	2999	2942	2942
67	0	1004	4461	4493	32	0	3489	3457	3457
5	0	102	669	4581	364	2	4479	4113	567
72	0	1100	4867	4913	46	0	3813	3767	3767
75	0	1118	5039	5073	34	0	3955	3921	3921
78	0	1170	5169	5203	34	0	4033	3999	3999
81	0	1181	5232	5273	41	0	4092	4051	4051
9	0	158	1225	5398	28	2	5240	5210	1067
87	0	1259	5442	5471	29	0	4212	4183	4183
13	0	294	1449	6117	45	1	5823	5777	1155
17	0	318	1550	6252	38	1	5934	5895	1232
20	0	332	1641	6338	89	1	6006	5916	1309
2	0	9	45	6601	574	2	6592	6016	36
23	0	358	1949	6681	105	1	6323	6217	1591
27	0	442	2206	6774	72	1	6332	6259	1764
43	0	674	3177	7125	70	4	6451	6377	2503
45	0	683	3248	7231	81	1	6548	6466	2565
46	0	684	3293	7314	147	1	6630	6482	2609
50	0	745	3547	7525	75	1	6780	6704	2802
58	0	863	4002	7890	34	4	7027	6989	3139
64	0	960	4383	8062	46	3	7102	7053	3423
66	0	998	4444	8129	23	1	7131	7107	3446
69	0	1058	4586	8201	72	2	7143	7069	3528
7	0	125	1062	8374	148	2	8249	8099	937
77	0	1167	5147	8489	39	1	7322	7282	3980
79	0	1176	5208	8497	9	2	7321	7310	4032
84	0	1190	5341	8643	119	2	7453	7332	4151
89	0	1270	5483	8730	66	1	7460	7393	4213
11	0	216	1385	9362	62	6	9146	9078	1169
12	0	253	1410	9392	119	3	9139	9017	1157
21	0	333	1712	9585	108	2	9252	9142	1379
24	0	384	1984	9612	28	6	9228	9194	1600
26	0	426	2157	9795	115	4	9369	9250	1731
0	0	0	-1	10016	10016	0	10016	0	-1
