id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
12	0	106	109	137	7	1	31	23	3
15	0	129	142	150	8	0	21	13	13
13	0	108	166	235	42	1	127	84	58
27	0	253	278	331	34	2	78	42	25
39	0	394	409	436	27	0	42	15	15
44	0	428	437	455	18	0	27	9	9
48	0	466	490	506	16	0	40	24	24
54	0	503	507	509	2	0	6	4	4
47	0	462	470	547	38	2	85	45	8
25	0	240	263	591	81	4	351	266	23
61	0	576	597	672	41	3	96	52	21
65	0	586	634	688	33	1	102	68	48
67	0	697	712	732	20	0	35	15	15
69	0	728	733	751	18	0	23	5	5
71	0	757	791	799	8	0	42	34	34
72	0	761	848	875	27	0	114	87	87
79	0	785	803	886	25	4	101	72	18
94	0	962	975	993	18	0	31	13	13
105	0	1081	1090	1112	13	2	31	16	9
101	0	1046	1066	1126	18	1	80	61	20
104	0	1076	1127	1187	31	1	111	79	51
117	0	1174	1188	1194	6	0	20	14	14
118	0	1177	1195	1210	15	0	33	18	18
115	0	1149	1211	1226	15	0	77	62	62
132	0	1323	1338	1343	5	0	20	15	15
120	0	1196	1344	1361	17	0	165	148	148
126	0	1277	1386	1410	24	0	133	109	109
124	0	1247	1362	1482	40	5	235	190	115
150	0	1520	1524	1545	12	1	25	12	4
158	0	1593	1600	1601	1	0	8	7	7
156	0	1581	1617	1632	15	0	51	36	36
144	0	1457	1483	1640	55	12	183	116	26
162	0	1638	1641	1670	11	3	32	18	3
128	0	1286	1290	1757	38	2	471	431	4
182	0	1847	1864	1874	10	0	27	17	17
167	0	1715	1731	1891	55	8	176	113	16
177	0	1825	1902	1923	21	0	98	77	77
185	0	1879	1892	1947	22	4	68	42	13
196	0	1929	1937	1968	13	3	39	23	8
191	0	1911	1983	2025	23	1	114	90	72
208	0	2053	2057	2063	6	0	10	4	4
195	0	1927	2068	2088	20	0	161	141	141
217	0	2158	2187	2195	8	0	37	29	29
218	0	2167	2196	2208	12	0	41	29	29
215	0	2146	2152	2233	18	2	87	67	6
226	0	2226	2238	2246	8	0	20	12	12
228	0	2230	2247	2260	13	0	30	17	17
229	0	2249	2261	2263	2	0	14	12	12
222	0	2183	2264	2281	17	0	98	81	81
211	0	2100	2282	2301	19	0	201	182	182
171	0	1775	2302	2325	23	0	550	527	527
244	0	2423	2431	2443	12	0	20	8	8
242	0	2412	2459	2578	41	2	166	123	47
261	0	2626	2640	2653	13	0	27	14	14
264	0	2640	2654	2690	15	1	50	34	14
235	0	2330	2336	2712	47	4	382	331	6
272	0	2768	2786	2787	1	0	19	18	18
271	0	2767	2793	2806	13	0	39	26	26
255	0	2531	2668	2852	70	5	321	246	137
281	0	2852	2872	2880	8	0	28	20	20
298	0	3015	3019	3069	32	1	54	21	4
296	0	2997	3032	3082	24	2	85	59	35
302	0	3107	3125	3129	4	0	22	18	18
304	0	3151	3173	3206	12	1	55	42	22
312	0	3252	3260	3290	16	1	38	21	8
318	0	3298	3307	3317	10	0	19	9	9
320	0	3311	3320	3333	13	0	22	9	9
308	0	3187	3215	3358	42	6	171	123	28
322	0	3363	3380	3403	23	0	40	17	17
326	0	3384	3406	3417	11	0	33	22	22
335	0	3471	3485	3493	8	0	22	14	14
343	0	3547	3555	3560	5	0	13	8	8
339	0	3500	3522	3608	33	2	108	73	22
313	0	3259	3749	3798	33	1	539	505	490
361	0	3778	3799	3814	15	0	36	21	21
367	0	3824	3845	3849	4	0	25	21	21
369	0	3832	3850	3890	23	1	58	34	18
373	0	3877	3891	3895	4	0	18	14	14
378	0	3908	3923	3937	14	0	29	15	15
319	0	3307	3815	3999	71	5	692	616	508
393	0	4068	4084	4085	1	0	17	16	16
374	0	3888	3896	4124	59	8	236	169	8
401	0	4143	4157	4262	29	6	119	84	14
382	0	3935	3938	4314	25	2	379	352	3
380	0	3922	4273	4328	32	1	406	373	351
330	0	3415	3418	4449	47	5	1034	982	3
236	0	2343	4492	4515	23	0	2172	2149	2149
418	0	4410	4423	4530	37	3	120	80	13
282	0	2857	4538	4565	27	0	1708	1681	1681
427	0	4540	4570	4585	15	0	45	30	30
435	0	4587	4604	4670	33	3	83	47	17
441	0	4636	4643	4675	12	1	39	26	7
433	0	4577	4711	4733	22	0	156	134	134
444	0	4682	4702	4749	19	1	67	47	20
449	0	4801	4810	4855	22	1	54	31	9
454	0	4860	4882	4885	3	0	25	22	22
411	0	4320	4460	4919	65	6	599	528	140
459	0	4903	4920	4964	24	2	61	35	17
139	0	1405	1415	5023	33	1	3618	3584	10
466	0	5020	5024	5026	2	0	6	4	4
485	0	5163	5167	5173	6	0	10	4	4
486	0	5189	5194	5211	17	0	22	5	5
295	0	2977	3005	5422	33	3	2445	2409	28
248	0	2484	5375	5433	33	1	2949	2915	2891
355	0	3706	5481	5505	24	0	1799	1775	1775
470	0	5050	5530	5586	44	2	536	490	480
170	0	1770	1778	5610	61	4	3840	3775	8
428	0	4543	5611	5667	30	3	1124	1091	1068
450	0	4805	5668	5691	23	0	886	863	863
353	0	3679	5692	5715	23	0	2036	2013	2013
147	0	1499	5779	5835	36	1	4336	4299	4280
153	0	1549	5836	5908	46	1	4359	4312	4287
56	0	535	5952	5977	25	0	5442	5417	5417
220	0	2178	5978	6044	39	1	3866	3826	3800
471	0	5052	5067	6101	40	3	1049	1006	15
53	0	498	6123	6242	65	2	5744	5677	5625
279	0	2843	6194	6247	29	2	3404	3373	3351
291	0	2936	6248	6328	47	3	3392	3342	3312
358	0	3734	6354	6380	26	0	2646	2620	2620
345	0	3562	6381	6451	42	1	2889	2846	2819
24	0	225	6494	6557	49	2	6332	6281	6269
225	0	2216	2234	6583	28	1	4367	4338	18
173	0	1795	1798	6609	64	4	4814	4746	3
491	0	5247	5267	6672	52	3	1425	1370	20
41	0	406	6699	6726	27	0	6320	6293	6293
375	0	3891	5506	6745	76	4	2854	2774	1615
332	0	3445	3470	6898	39	2	3453	3412	25
122	0	1220	1227	6953	47	3	5733	5683	7
270	0	2733	2754	6980	37	2	4247	4208	21
146	0	1478	6981	7007	26	0	5529	5503	5503
108	0	1091	7008	7035	27	0	5944	5917	5917
152	0	1543	1573	7207	103	7	5664	5554	30
467	0	5036	7169	7209	29	2	2173	2142	2133
223	0	2195	2209	7237	33	1	5042	5008	14
448	0	4757	4773	7294	88	6	2537	2443	16
35	0	371	7301	7329	28	0	6958	6930	6930
473	0	5075	7238	7399	71	6	2324	2247	2163
324	0	3381	7433	7461	28	0	4080	4052	4052
284	0	2890	3102	7465	53	2	4575	4520	212
38	0	392	7555	7584	29	0	7192	7163	7163
78	0	779	789	7613	42	3	6834	6789	10
496	0	5284	5307	7642	45	1	2358	2312	23
10	0	82	7125	7739	82	2	7657	7573	7043
254	0	2527	2539	7806	49	2	5279	5228	12
325	0	3383	3404	7810	89	12	4427	4326	21
17	0	146	151	7869	43	1	7723	7679	5
193	0	1916	8021	8089	55	3	6173	6115	6105
2	0	5	7988	8099	49	4	8094	8041	7983
93	0	960	8130	8160	30	0	7200	7170	7170
213	0	2125	8277	8308	31	0	6183	6152	6152
409	0	4232	4242	8391	42	2	4159	4115	10
57	0	541	8161	8477	97	3	7936	7836	7620
452	0	4846	8430	8639	93	5	3793	3695	3584
423	0	4485	8328	8705	99	6	4220	4115	3843
317	0	3283	8706	8799	59	2	5516	5455	5423
483	0	5144	8898	8930	32	0	3786	3754	3754
166	0	1679	1697	8969	44	1	7290	7245	18
352	0	3662	3675	9042	105	7	5380	5268	13
344	0	3552	7495	9107	61	1	5555	5493	3943
18	0	155	9043	9169	58	6	9014	8950	8888
51	0	483	510	9189	77	4	8706	8625	27
89	0	912	1011	9322	75	4	8410	8331	99
425	0	4493	4516	9355	41	2	4862	4819	23
412	0	4329	8987	9467	65	2	5138	5071	4658
478	0	5105	5109	9527	144	13	4422	4265	4
280	0	2846	7811	9570	114	9	6724	6601	4965
114	0	1148	1160	9603	41	1	8455	8413	12
165	0	1667	9731	9765	34	0	8098	8064	8064
131	0	1310	1500	9834	81	6	8524	8437	190
224	0	2210	6407	9866	104	3	7656	7549	4197
194	0	1925	9867	9957	54	1	8032	7977	7942
432	0	4575	4676	10026	53	2	5451	5396	101
422	0	4426	9958	10116	86	3	5690	5601	5532
497	0	5287	5291	10170	53	4	4883	4826	4
337	0	3478	3494	10196	119	9	6718	6590	16
237	0	2349	2357	10266	54	2	7917	7861	8
100	0	1042	10420	10471	36	1	9429	9392	9378
133	0	1371	1383	10525	140	12	9154	9002	12
214	0	2129	2144	10632	113	7	8503	8383	15
251	0	2493	10682	10718	36	0	8225	8189	8189
490	0	5218	10644	10764	62	4	5546	5480	5426
190	0	1909	2122	10771	90	7	8862	8765	213
299	0	3023	10807	10842	35	0	7819	7784	7784
209	0	2077	10911	10947	36	0	8870	8834	8834
119	0	1195	10772	11017	94	6	9822	9722	9577
372	0	3867	4022	11021	75	7	7154	7072	155
161	0	1637	1645	11057	58	2	9420	9360	8
262	0	2631	2713	11093	53	2	8462	8407	82
290	0	2934	2940	11129	42	2	8195	8151	6
297	0	3000	11130	11165	35	0	8165	8130	8130
316	0	3268	11166	11201	35	0	7933	7898	7898
76	0	774	887	11238	79	6	10464	10379	113
40	0	402	11239	11319	41	2	10917	10874	10837
178	0	1826	11320	11396	37	5	9570	9528	9494
96	0	986	11357	11449	51	1	10463	10411	10371
310	0	3196	3209	11517	92	6	8321	8223	13
106	0	1083	11534	11678	66	2	10595	10527	10451
439	0	4629	11716	11803	48	1	7174	7125	7087
487	0	5190	11754	11812	45	2	6622	6575	6564
176	0	1816	6070	11849	81	4	10033	9948	4254
315	0	3263	5457	11965	61	4	8702	8637	2194
334	0	3465	11888	11974	46	2	8509	8461	8423
477	0	5102	11975	12055	40	2	6953	6911	6873
390	0	4030	12056	12144	48	2	8114	8064	8026
403	0	4152	4166	12191	57	1	8039	7981	14
421	0	4419	12230	12268	38	0	7849	7811	7811
407	0	4212	4219	12389	93	6	8177	8078	7
121	0	1198	1232	12427	54	2	11229	11173	34
87	0	889	12428	12466	38	0	11577	11539	11539
456	0	4876	4886	12545	53	2	7669	7614	10
327	0	3386	3424	12823	151	7	9437	9279	38
494	0	5275	5287	12869	42	2	7594	7550	12
157	0	1589	12909	12987	66	1	11398	11331	11320
33	0	333	12870	13010	70	3	12677	12604	12537
172	0	1782	2028	13132	60	1	11350	11289	246
347	0	3593	3609	13293	114	10	9700	9576	16
269	0	2705	13375	13421	41	1	10716	10674	10670
350	0	3629	3633	13463	57	1	9834	9776	4
249	0	2488	2545	13576	91	8	11088	10989	57
112	0	1133	13577	13617	40	0	12484	12444	12444
8	0	67	13618	13707	46	2	13640	13592	13551
130	0	1296	1305	13790	78	2	12494	12414	9
75	0	773	13708	13800	49	1	13027	12977	12935
83	0	860	876	13931	69	4	13071	12998	16
163	0	1645	13968	14010	42	0	12365	12323	12323
102	0	1047	1072	14116	137	6	13069	12926	25
426	0	4537	4586	14252	66	2	9715	9647	49
493	0	5257	5265	14294	72	5	9037	8960	8
265	0	2663	14380	14422	42	0	11759	11717	11717
138	0	1402	1436	14481	60	1	13079	13018	34
3	0	9	43	14822	102	2	14813	14709	34
342	0	3538	14482	14872	195	8	11334	11131	10944
159	0	1602	1679	15034	128	5	13432	13299	77
328	0	3399	14916	15240	178	5	11841	11658	11517
413	0	4332	15053	15248	94	3	10916	10819	10721
46	0	455	15372	15447	65	4	14992	14923	14917
241	0	2384	2388	15561	50	1	13177	13126	4
440	0	4631	10856	15574	91	3	10943	10849	6225
259	0	2583	2586	15617	51	4	13034	12979	3
123	0	1241	1250	15748	56	2	14507	14449	9
402	0	4150	15778	15922	81	2	11772	11689	11628
164	0	1657	15858	15940	61	1	14283	14221	14201
356	0	3709	15985	16092	61	3	12383	12319	12276
495	0	5279	5343	16151	66	1	10872	10805	64
455	0	4871	16030	16209	68	7	11338	11263	11159
460	0	4929	4935	16215	67	7	11286	11212	6
442	0	4661	6746	16260	121	7	11599	11471	2085
386	0	3979	16261	16362	54	1	12383	12328	12282
189	0	1907	12013	16464	137	7	14557	14413	10106
430	0	4554	4566	16681	56	2	12127	12069	12
145	0	1475	16566	16695	72	3	15220	15145	15091
253	0	2513	2523	16809	80	6	14296	14210	10
266	0	2669	16810	16855	45	0	14186	14141	14141
207	0	2042	16474	16948	91	1	14906	14814	14432
80	0	786	16856	16974	70	2	16188	16116	16070
97	0	990	16975	17095	71	2	16105	16032	15985
137	0	1396	7347	17169	78	4	15773	15691	5951
405	0	4173	17022	17266	119	4	13093	12970	12849
492	0	5251	5434	17338	87	2	12087	11998	183
354	0	3697	15941	17361	116	8	13664	13540	12244
210	0	2082	2089	17408	139	6	15326	15181	7
1	0	0	1	17554	125	4	17554	17425	1
245	0	2433	2444	17642	53	2	15209	15154	11
230	0	2251	17751	17863	62	1	15612	15549	15500
376	0	3892	17800	17877	61	1	13985	13923	13908
216	0	2148	17926	18002	63	3	15854	15788	15778
475	0	5092	17878	18033	88	2	12941	12851	12786
11	0	97	112	18261	143	7	18164	18014	15
31	0	306	362	18358	102	4	18052	17946	56
500	0	5311	18428	18548	78	3	13237	13156	13117
406	0	4190	4194	18640	97	7	14450	14346	4
346	0	3579	3583	18744	190	8	15165	14967	4
468	0	5039	18745	18793	48	0	13754	13706	13706
4	0	10	37	18892	54	2	18882	18826	27
414	0	4356	5635	18938	117	4	14582	14461	1279
37	0	390	18939	19163	121	4	18773	18648	18549
301	0	3080	3083	19266	57	2	16186	16127	3
206	0	2038	19214	19326	58	1	17288	17229	17176
66	0	615	689	19376	71	3	18761	18687	74
180	0	1838	5079	19479	80	3	17641	17558	3241
443	0	4666	19531	19582	51	0	14916	14865	14865
77	0	775	909	19703	158	6	18928	18764	134
151	0	1529	18988	19757	100	1	18228	18127	17459
73	0	769	19583	19827	75	6	19058	18977	18814
340	0	3523	3618	19840	87	7	16317	16223	95
258	0	2580	9190	19892	82	1	17312	17229	6610
28	0	266	19893	20047	64	2	19781	19715	19627
311	0	3204	3336	20155	71	2	16951	16878	132
365	0	3818	15249	20208	147	7	16390	16236	11431
60	0	573	18669	20266	101	1	19693	19591	18096
203	0	2011	20100	20416	141	5	18405	18259	18089
404	0	4166	4186	20550	100	4	16384	16280	20
351	0	3632	3659	20657	113	4	17025	16908	27
398	0	4118	20551	20663	57	1	16545	16487	16433
140	0	1422	20771	20824	53	0	19402	19349	19349
16	0	144	20717	20995	111	6	20851	20734	20573
274	0	2798	2807	21029	165	9	18231	18057	9
232	0	2303	2340	21152	143	7	18849	18699	37
43	0	426	21084	21330	111	5	20904	20788	20658
410	0	4305	4329	21640	83	2	17335	17250	24
200	0	1975	15292	21769	135	5	19794	19654	13317
408	0	4213	21574	21778	109	3	17565	17453	17361
429	0	4547	6899	21889	81	1	17342	17260	2352
388	0	4019	21779	21920	84	1	17901	17816	17760
462	0	4954	4965	22070	101	3	17116	17012	11
389	0	4027	4055	22184	110	2	18157	18045	28
29	0	299	305	22271	108	4	21972	21860	6
394	0	4085	22277	22345	63	1	18260	18196	18192
192	0	1914	1930	22522	98	6	20608	20504	16
276	0	2811	22531	22665	74	1	19854	19779	19720
243	0	2416	22730	22983	108	5	20567	20454	20314
465	0	4969	22915	23095	109	3	18126	18014	17946
359	0	3735	21977	23101	119	4	19366	19243	18242
314	0	3262	3276	23443	108	5	20181	20068	14
357	0	3730	11850	23619	153	2	19889	19734	8120
341	0	3533	3546	23807	208	25	20274	20041	13
481	0	5112	23745	23896	86	1	18784	18697	18633
84	0	862	23808	23935	99	1	23073	22973	22946
233	0	2315	2326	24188	316	13	21873	21544	11
50	0	473	13145	24328	127	5	23855	23723	12672
469	0	5046	5055	24451	179	5	19405	19221	9
149	0	1513	1555	24532	72	1	23019	22946	42
239	0	2370	24329	24646	126	3	22276	22147	21959
461	0	4943	6003	24782	89	4	19839	19746	1060
447	0	4742	12705	24969	186	6	20227	20035	7963
