id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	5	37	284	55	4	279	220	32
24	0	225	342	443	51	2	218	165	117
42	0	415	444	538	94	0	123	29	29
44	0	428	539	557	18	0	129	111	111
56	0	535	558	590	32	0	55	23	23
65	0	586	622	680	34	1	94	59	36
4	0	10	714	851	56	2	841	783	704
87	0	889	935	979	44	0	90	46	46
95	0	975	985	1128	101	1	153	51	10
115	0	1149	1187	1205	18	0	56	38	38
121	0	1198	1302	1371	54	2	173	117	104
130	0	1296	1319	1471	86	2	175	87	23
66	0	615	1401	1527	79	3	912	830	786
150	0	1520	1619	1651	12	1	131	118	99
81	0	830	1672	1748	76	0	918	842	842
169	0	1743	1795	1871	76	0	128	52	52
172	0	1782	1872	1951	69	1	169	99	90
225	0	2216	2273	2375	32	1	159	126	57
236	0	2343	2376	2399	23	0	56	33	33
241	0	2384	2467	2534	58	1	150	91	83
255	0	2531	2557	2732	65	5	201	131	26
162	0	1638	2777	2879	12	3	1241	1226	1139
140	0	1422	2880	2940	60	0	1518	1458	1458
299	0	3023	3054	3091	37	0	68	31	31
291	0	2936	3028	3125	48	3	189	138	92
302	0	3107	3181	3185	4	0	78	74	74
320	0	3311	3337	3351	14	0	40	26	26
152	0	1543	3209	3709	104	7	2166	2055	1666
353	0	3679	3710	3737	27	0	58	31	31
355	0	3706	3738	3761	23	0	55	32	32
358	0	3734	3825	3855	30	0	121	91	91
385	0	3951	3984	4222	164	2	271	105	33
393	0	4068	4223	4224	1	0	156	155	155
409	0	4232	4288	4390	48	2	158	108	56
429	0	4547	4555	4658	93	1	111	17	8
425	0	4493	4550	4695	48	2	202	152	57
441	0	4636	4696	4714	11	1	78	66	60
222	0	2183	4715	4733	18	0	2550	2532	2532
116	0	1173	4996	5070	74	0	3897	3823	3823
448	0	4757	4776	5102	94	6	345	245	19
282	0	2857	5168	5192	24	0	2335	2311	2311
485	0	5163	5193	5197	4	0	34	30	30
486	0	5189	5238	5257	19	0	68	49	49
15	0	129	5660	5666	6	0	5537	5531	5531
284	0	2890	5536	5670	52	2	2780	2726	2646
132	0	1323	5671	5675	4	0	4352	4348	4348
498	0	5297	5785	5884	90	1	587	496	488
125	0	1252	6003	6227	134	2	4975	4839	4751
144	0	1457	5767	6233	53	12	4776	4711	4310
146	0	1478	6252	6279	27	0	4801	4774	4774
246	0	2434	6234	6427	150	2	3993	3841	3800
123	0	1241	6297	6470	54	2	5229	5173	5056
289	0	2920	6560	6645	85	0	3725	3640	3640
491	0	5247	6554	6757	49	3	1510	1458	1307
122	0	1220	6742	6822	45	3	5602	5554	5522
147	0	1499	6931	7085	36	1	5586	5549	5432
290	0	2934	7086	7134	42	2	4200	4156	4152
120	0	1196	7141	7159	18	0	5963	5945	5945
148	0	1504	7304	7422	118	0	5918	5800	5800
242	0	2412	7465	7665	41	2	5253	5210	5053
244	0	2423	7666	7675	9	0	5252	5243	5243
237	0	2349	7780	7890	51	2	5541	5488	5431
149	0	1513	8313	8395	71	1	6882	6810	6800
296	0	2997	8572	8628	23	2	5631	5606	5575
297	0	3000	8629	8664	35	0	5664	5629	5629
303	0	3147	8872	8934	62	0	5787	5725	5725
76	0	774	8850	9032	76	6	8258	8176	8076
235	0	2330	8954	9092	41	4	6762	6717	6624
473	0	5075	8957	9115	74	6	4040	3960	3882
470	0	5050	9126	9197	44	2	4147	4101	4076
471	0	5052	9116	9202	38	3	4150	4109	4064
112	0	1133	9203	9243	40	0	8110	8070	8070
468	0	5039	9244	9292	48	0	4253	4205	4205
466	0	5020	9321	9323	2	0	4303	4301	4301
58	0	560	9324	9392	68	0	8832	8764	8764
467	0	5036	9293	9394	28	2	4358	4328	4257
27	0	253	9395	9435	31	2	9182	9149	9142
304	0	3151	9420	9438	9	1	6287	6277	6269
228	0	2230	9439	9450	11	0	7220	7209	7209
117	0	1174	9704	9711	7	0	8537	8530	8530
155	0	1576	9870	9937	67	0	8361	8294	8294
308	0	3187	9854	10123	39	6	6936	6891	6667
279	0	2843	10076	10129	31	2	7286	7253	7233
459	0	4903	10105	10137	22	2	5234	5210	5202
226	0	2226	10236	10244	8	0	8018	8010	8010
312	0	3252	10247	10264	12	1	7012	6999	6995
78	0	779	10245	10314	43	3	9535	9489	9466
444	0	4682	10276	10324	17	1	5642	5624	5594
450	0	4805	10478	10502	24	0	5697	5673	5673
313	0	3259	10503	10540	30	1	7281	7250	7244
54	0	503	10680	10682	2	0	10179	10177	10177
71	0	757	10774	10781	7	0	10024	10017	10017
113	0	1137	10786	10917	131	0	9780	9649	9649
110	0	1100	10940	11070	95	1	9970	9874	9840
79	0	785	11088	11184	24	4	10399	10371	10303
223	0	2195	11163	11223	34	1	9028	8993	8968
217	0	2158	11237	11245	8	0	9087	9079	9079
13	0	108	11269	11446	40	1	11338	11297	11161
316	0	3268	11470	11506	36	0	8238	8202	8202
315	0	3263	11447	11544	59	4	8281	8218	8184
435	0	4587	11608	11657	29	3	7070	7038	7021
53	0	498	11582	11679	64	2	11181	11115	11084
433	0	4577	11693	11714	21	0	7137	7116	7116
158	0	1593	11825	11826	1	0	10233	10232	10232
318	0	3298	11827	11835	8	0	8537	8529	8529
25	0	240	11680	11857	64	4	11617	11549	11440
38	0	392	12168	12197	29	0	11805	11776	11776
161	0	1637	12218	12306	58	2	10669	10609	10581
215	0	2146	12314	12347	14	2	10201	10185	10168
319	0	3307	12198	12354	57	5	9047	8985	8891
213	0	2125	12361	12392	31	0	10267	10236	10236
426	0	4537	12316	12434	63	2	7897	7832	7779
324	0	3381	12536	12564	28	0	9183	9155	9155
17	0	146	12565	12615	42	1	12469	12426	12419
105	0	1081	12647	12739	11	2	11658	11645	11566
419	0	4414	12740	12808	68	0	8394	8326	8326
35	0	371	12809	12836	27	0	12465	12438	12438
39	0	394	12837	12860	23	0	12466	12443	12443
208	0	2053	12954	12960	6	0	10907	10901	10901
418	0	4410	12861	12991	33	3	8581	8545	8451
104	0	1076	12967	13005	26	1	11929	11902	11891
156	0	1581	13194	13208	14	0	11627	11613	11613
10	0	82	13225	13435	82	2	13353	13269	13143
326	0	3384	13541	13550	9	0	10166	10157	10157
325	0	3383	13324	13623	85	12	10240	10143	9941
329	0	3413	13900	14030	130	0	10617	10487	10487
330	0	3415	13843	14124	46	5	10709	10658	10428
163	0	1645	14140	14183	43	0	12538	12495	12495
332	0	3445	14726	14776	34	2	11331	11295	11281
167	0	1715	14605	14853	50	8	13138	13080	12890
12	0	106	14902	14918	6	1	14812	14805	14796
401	0	4143	14893	14959	28	6	10816	10782	10750
403	0	4152	15122	15258	55	1	11106	11050	10970
339	0	3500	15142	15267	29	2	11767	11736	11642
173	0	1795	15540	15726	65	4	13931	13862	13745
41	0	406	15978	16005	27	0	15599	15572	15572
344	0	3552	16006	16094	60	1	12542	12481	12454
345	0	3562	16035	16111	42	1	12549	12506	12473
48	0	466	16112	16124	12	0	15658	15646	15646
101	0	1046	16452	16502	16	1	15456	15439	15406
343	0	3547	16503	16507	4	0	12960	12956	12956
196	0	1929	16608	16689	13	3	14760	14744	14679
93	0	960	16731	16761	30	0	15801	15771	15771
195	0	1927	16762	16779	17	0	14852	14835	14835
177	0	1825	17047	17062	15	0	15237	15222	15222
176	0	1816	17021	17135	82	4	15319	15233	15205
47	0	462	17084	17154	31	2	16692	16659	16622
88	0	911	17155	17235	80	0	16324	16244	16244
90	0	919	17236	17341	73	1	16422	16348	16317
193	0	1916	17241	17365	53	3	15449	15393	15325
382	0	3935	17409	17466	24	2	13531	13505	13474
94	0	962	17573	17588	15	0	16626	16611	16611
191	0	1911	17589	17629	19	1	15718	15698	15678
380	0	3922	17604	17642	31	1	13720	13688	13682
378	0	3908	17680	17691	11	0	13783	13772	13772
179	0	1835	18005	18079	74	0	16244	16170	16170
375	0	3891	18162	18400	79	4	14509	14426	14271
3	0	9	18351	18507	95	2	18498	18401	18342
373	0	3877	18605	18607	2	0	14730	14728	14728
9	0	75	18608	18723	98	1	18648	18549	18533
361	0	3778	18734	18750	16	0	14972	14956	14956
374	0	3888	18592	18766	51	8	14878	14819	14704
369	0	3832	18830	18921	22	1	15089	15066	14998
185	0	1879	18922	19113	17	4	17234	17213	17043
182	0	1847	19114	19122	8	0	17275	17267	17267
367	0	3824	19246	19249	3	0	15425	15422	15422
360	0	3763	19306	19461	139	4	15698	15555	15543
180	0	1838	19952	20104	74	3	18266	18189	18114
350	0	3629	20348	20438	56	1	16809	16752	16719
197	0	1932	20487	20628	95	1	18696	18600	18555
351	0	3632	20439	20720	111	4	17088	16973	16807
384	0	3947	20658	20800	87	3	16853	16763	16711
165	0	1667	20801	20834	33	0	19167	19134	19134
202	0	1990	21551	21678	81	3	19688	19604	19561
170	0	1770	21568	21772	55	4	20002	19943	19798
171	0	1775	21779	21801	22	0	20026	20004	20004
335	0	3471	21841	21848	7	0	18377	18370	18370
166	0	1679	21948	22044	44	1	20365	20320	20269
411	0	4320	22088	22199	61	6	17879	17812	17768
209	0	2077	22341	22377	36	0	20300	20264	20264
211	0	2100	22384	22404	20	0	20304	20284	20284
423	0	4485	12504	22431	98	6	17946	17842	8019
421	0	4419	22432	22469	37	0	18050	18013	18013
322	0	3363	22625	22643	18	0	19280	19262	19262
108	0	1091	22727	22755	28	0	21664	21636	21636
432	0	4575	22708	22789	51	2	18214	18161	18133
317	0	3283	22676	22818	59	2	19535	19474	19393
218	0	2167	22819	22830	11	0	20663	20652	20652
427	0	4540	22831	22841	10	0	18301	18291	18291
428	0	4543	22847	22915	31	3	18372	18338	18304
221	0	2180	23055	23118	63	0	20938	20875	20875
57	0	541	591	23133	98	3	22592	22491	50
220	0	2178	23377	23432	40	1	21254	21213	21199
449	0	4801	23508	23556	20	1	18755	18734	18707
454	0	4860	23777	23780	3	0	18920	18917	18917
452	0	4846	23572	23828	93	5	18982	18884	18726
114	0	1148	23793	23861	41	1	22713	22671	22645
443	0	4666	23862	23912	50	0	19246	19196	19196
456	0	4876	23962	24031	53	2	19155	19100	19086
306	0	3170	24259	24355	96	0	21185	21089	21089
229	0	2249	24356	24358	2	0	22109	22107	22107
153	0	1549	24474	24554	47	1	23005	22957	22925
281	0	2852	24555	24561	6	0	21709	21703	21703
482	0	5121	24499	24626	95	2	19505	19408	19378
137	0	1396	24627	24747	78	4	23351	23269	23231
72	0	761	25108	25129	21	0	24368	24347	24347
59	0	572	25102	25220	83	2	24648	24563	24530
298	0	3015	25141	25239	28	1	22224	22195	22126
483	0	5144	25250	25282	32	0	20138	20106	20106
295	0	2977	25240	25305	31	3	22328	22294	22263
488	0	5213	25453	25537	84	0	20324	20240	20240
484	0	5149	25312	25792	169	4	20643	20470	20163
494	0	5275	25940	26066	41	2	20791	20748	20665
493	0	5257	25938	26108	72	5	20851	20774	20681
245	0	2433	26109	26171	52	2	23738	23684	23676
495	0	5279	26190	26280	66	1	21001	20934	20911
496	0	5284	26516	26569	44	1	21285	21240	21232
61	0	576	26532	26628	40	3	26052	26009	25956
248	0	2484	26585	26639	33	1	24155	24121	24101
264	0	2640	26723	26762	16	1	24122	24105	24083
256	0	2547	26737	26939	174	4	24392	24214	24190
126	0	1277	26980	26999	19	0	25722	25703	25703
251	0	2493	27011	27046	35	0	24553	24518	24518
124	0	1247	27070	27278	32	5	26031	25994	25823
128	0	1286	27516	27598	34	2	26312	26276	26230
254	0	2527	27599	27709	48	2	25182	25132	25072
31	0	306	27794	27983	99	4	27677	27574	27488
67	0	697	28041	28060	19	0	27363	27344	27344
259	0	2583	28032	28103	50	4	25520	25466	25449
260	0	2587	28104	28423	88	2	25836	25746	25517
262	0	2631	28424	28523	54	2	25892	25836	25793
131	0	1310	28524	28737	76	6	27427	27345	27214
265	0	2663	28798	28840	42	0	26177	26135	26135
266	0	2669	28841	28886	45	0	26217	26172	26172
261	0	2626	29141	29153	12	0	26527	26515	26515
118	0	1177	29154	29166	12	0	27989	27977	27977
271	0	2767	29179	29191	12	0	26424	26412	26412
270	0	2733	29169	29263	38	2	26530	26490	26436
136	0	1392	29167	29326	101	4	27934	27829	27775
69	0	728	29327	29344	17	0	28616	28599	28599
272	0	2768	29345	29346	1	0	26578	26577	26577
138	0	1402	29347	29460	57	1	28058	28000	27945
70	0	738	29461	29556	89	2	28818	28727	28723
139	0	1405	29637	29773	30	1	28368	28337	28232
412	0	4329	13065	29868	66	2	25539	25471	8736
277	0	2815	29832	29935	67	1	27120	27052	27017
258	0	2580	27902	29987	83	1	27407	27323	25322
22	0	209	237	30072	114	1	29863	29748	28
18	0	155	23252	30094	58	6	29939	29875	23097
352	0	3662	20215	30312	102	7	26650	26541	16553
51	0	483	22557	30332	78	4	29849	29767	22074
280	0	2846	10683	30655	114	9	27809	27686	7837
89	0	912	20451	30687	74	4	29775	29697	19539
478	0	5105	8452	30823	140	13	25718	25565	3347
224	0	2210	23518	30856	106	3	28646	28537	21308
194	0	1925	13006	30963	54	1	29038	28983	11081
133	0	1371	28543	31027	140	12	29656	29504	27172
422	0	4426	4511	31049	91	3	26623	26529	85
337	0	3478	14904	31089	118	9	27611	27484	11426
497	0	5287	5325	31094	53	4	25807	25750	38
100	0	1042	1129	31148	39	1	30106	30066	87
214	0	2129	22842	31269	110	7	29140	29023	20713
119	0	1195	8517	31273	96	6	30078	29976	7322
490	0	5218	5258	31312	66	4	26094	26024	40
372	0	3867	19287	31393	71	7	27526	27448	15420
190	0	1909	17703	31400	89	7	29491	29395	15794
487	0	5190	5198	31453	48	2	26263	26213	8
439	0	4629	11545	31464	46	1	26835	26788	6916
310	0	3196	24065	31537	92	6	28341	28243	20869
6	0	59	15511	31641	169	3	31582	31410	15452
40	0	402	21910	31646	41	2	31244	31201	21508
178	0	1826	20118	31735	38	5	29909	29866	18292
96	0	986	17643	31750	50	1	30764	30713	16657
183	0	1858	19250	31826	127	2	29968	29839	17392
106	0	1083	22573	31906	65	2	30823	30756	21490
334	0	3465	14854	31939	47	2	28474	28425	11389
407	0	4212	4281	32019	95	6	27807	27706	69
390	0	4030	16567	32076	49	2	28046	27995	12537
442	0	4661	23349	32121	121	7	27460	27332	18688
477	0	5102	8459	32124	40	2	27022	26980	3357
33	0	333	369	32364	81	3	32031	31947	36
157	0	1589	23724	32743	66	1	31154	31087	22135
327	0	3386	13209	32949	149	7	29563	29407	9823
269	0	2705	2733	33084	44	1	30379	30334	28
249	0	2488	26788	33238	88	8	30750	30654	24300
