id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	1	18	17	0	18	1	1
4	0	62	72	97	16	1	35	18	10
8	0	120	129	164	18	1	44	25	9
12	0	191	207	236	12	1	45	32	16
10	0	162	192	240	27	3	78	48	30
13	0	214	219	257	12	1	43	30	5
15	0	238	241	292	26	2	54	26	3
20	0	305	320	323	3	0	18	15	15
9	0	152	170	464	26	1	312	285	18
26	0	379	389	466	19	8	87	60	10
31	0	450	467	542	28	4	92	60	17
37	0	561	566	625	23	4	64	37	5
42	0	649	659	726	22	4	77	51	10
43	0	656	678	751	24	1	95	70	22
49	0	756	764	791	11	1	35	23	8
34	0	510	517	898	18	1	388	369	7
48	0	752	806	950	45	3	198	150	54
19	0	300	305	997	55	6	697	636	5
41	0	613	645	1103	41	3	490	446	32
50	0	760	1056	1232	68	10	472	394	296
39	0	599	634	1364	101	12	765	652	35
46	0	704	768	1382	116	12	678	550	64
24	0	325	410	1412	47	3	1087	1037	85
35	0	547	555	1468	95	16	921	810	8
44	0	659	1509	1739	88	13	1080	979	850
27	0	380	1699	1745	30	1	1365	1334	1319
30	0	446	1882	1920	31	1	1474	1442	1436
5	0	73	79	1932	109	12	1859	1738	6
28	0	389	1947	1973	26	0	1584	1558	1558
7	0	115	180	2004	111	13	1889	1765	65
17	0	280	1976	2087	45	3	1807	1759	1696
45	0	673	2039	2128	43	7	1455	1405	1366
16	0	251	1761	2190	56	5	1939	1878	1510
23	0	314	328	2455	127	8	2141	2006	14
25	0	328	343	2531	155	17	2203	2031	15
38	0	583	2544	2574	30	0	1991	1961	1961
47	0	749	2489	2581	47	2	1832	1783	1740
18	0	284	293	2658	39	5	2374	2330	9
29	0	416	2005	2693	187	16	2277	2074	1589
2	0	7	21	2776	77	11	2769	2681	14
40	0	611	626	2803	137	9	2192	2046	15
22	0	308	337	2848	45	2	2540	2493	29
3	0	15	19	2891	75	5	2876	2796	4
6	0	76	102	2901	122	15	2825	2688	26
32	0	487	1480	3000	81	3	2513	2429	993
21	0	307	367	3201	112	9	2894	2773	60
14	0	225	266	3234	129	16	3009	2864	41
33	0	498	519	3352	174	20	2854	2660	21
11	0	170	472	3533	88	10	3363	3265	302
36	0	551	568	3589	281	26	3038	2731	17
0	0	0	0	3589	3	0	3589	3586	0
