id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	1	18	11	1	18	6	1
4	0	13	19	34	6	1	21	14	6
2	0	5	6	46	15	6	41	20	1
7	0	32	54	88	13	7	56	36	22
3	0	7	89	113	16	1	106	89	82
16	0	140	154	190	12	5	50	33	14
22	0	233	275	302	15	2	69	52	42
35	0	343	354	400	16	3	57	38	11
43	0	466	471	547	35	8	81	38	5
44	0	487	653	684	21	1	197	175	166
28	0	283	293	835	15	1	552	536	10
34	0	332	344	882	31	2	550	517	12
47	0	552	558	1084	37	8	532	487	6
32	0	321	983	1253	49	2	932	881	662
5	0	26	39	1288	30	2	1262	1230	13
26	0	278	1126	1355	57	6	1077	1014	848
10	0	89	1088	1367	103	22	1278	1153	999
21	0	198	206	1514	67	9	1316	1240	8
15	0	132	1491	1607	43	4	1475	1428	1359
39	0	381	1546	1805	99	28	1424	1297	1165
9	0	76	738	1830	96	12	1754	1646	662
29	0	294	303	1853	22	5	1559	1532	9
46	0	547	567	1929	71	13	1382	1298	20
11	0	93	114	1963	30	1	1870	1839	21
17	0	154	164	2009	79	11	1855	1765	10
13	0	106	124	2133	65	17	2027	1945	18
40	0	402	2010	2139	63	8	1737	1666	1608
14	0	114	2063	2159	43	1	2045	2001	1949
45	0	528	548	2182	49	8	1654	1597	20
6	0	30	47	2319	108	11	2289	2170	17
30	0	305	314	2529	116	15	2224	2093	9
49	0	586	593	2573	173	26	1987	1788	7
20	0	179	195	2618	101	23	2439	2315	16
24	0	253	1905	2709	56	3	2456	2397	1652
23	0	242	247	2786	66	8	2544	2470	5
36	0	348	2674	2800	68	5	2452	2379	2326
8	0	59	76	2905	112	13	2846	2721	17
37	0	349	1386	2919	68	7	2570	2495	1037
19	0	175	191	3056	76	5	2881	2800	16
12	0	94	105	3242	77	8	3148	3063	11
38	0	379	3057	3388	117	13	3009	2879	2678
41	0	440	698	3418	189	25	2978	2764	258
18	0	163	3427	3530	46	2	3367	3319	3264
33	0	325	632	3558	97	10	3233	3126	307
25	0	262	940	3609	74	4	3347	3269	678
48	0	570	712	3723	161	9	3153	2983	142
31	0	314	528	3796	217	28	3482	3237	214
27	0	281	305	3896	191	21	3615	3403	24
50	0	592	599	4058	100	15	3466	3351	7
42	0	449	454	4086	309	27	3637	3301	5
0	0	0	0	4086	0	0	4086	4086	0
